('Total Revenue', '293,812,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         1055263 function calls (1027680 primitive calls) in 2.073 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(items)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:834(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:1095(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:776(__iter__)
        4    0.000    0.000    0.000    0.000 warnings.py:80(__enter__)
        4    0.000    0.000    0.000    0.000 inspect.py:2403(_descriptor_get)
        4    0.000    0.000    0.000    0.000 inspect.py:3049(replace)
        4    0.000    0.000    0.000    0.000 annotationlib.py:653(__missing__)
        4    0.000    0.000    0.000    0.000 inspect.py:196(ismethoddescriptor)
        4    0.000    0.000    0.000    0.000 functools.py:1101(__set_name__)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:473(__new__)
        3    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7fa1731662a0}
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1290(_sanity_check)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        3    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
        3    0.000    0.000    0.043    0.014 exceptions.py:1(<module>)
        3    0.000    0.000    0.013    0.004 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 retry.py:211(__init__)
        3    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
        3    0.000    0.000    0.012    0.004 response.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:135(__init__)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        3    0.000    0.000    0.000    0.000 idna.py:179(encode)
        3    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        3    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:214(<genexpr>)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:632(__new__)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        3    0.000    0.000    0.000    0.000 timeout.py:227(connect_timeout)
        3    0.000    0.000    0.000    0.000 message.py:632(get_content_maintype)
        3    0.000    0.000    0.000    0.000 timeout.py:126(resolve_default_timeout)
        3    0.000    0.000    0.000    0.000 socket.py:224(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:2282(createLock)
        3    0.000    0.000    0.000    0.000 typing.py:1292(__instancecheck__)
        3    0.000    0.000    0.000    0.000 typing.py:1675(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:1583(__subclasscheck__)
        3    0.000    0.000    0.000    0.000 __init__.py:1683(addHandler)
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 _weakrefset.py:45(add)
        3    0.000    0.000    0.000    0.000 weakref.py:397(popitem)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:42(_get_sep)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:955(clear)
        3    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
        3    0.000    0.000    0.000    0.000 contextlib.py:136(__enter__)
        3    0.000    0.000    0.000    0.000 <frozen codecs>:322(decode)
        3    0.000    0.000    0.004    0.001 __init__.py:71(import_module)
        3    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
        3    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap>:1386(_gcd_import)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 {built-in method posix._path_splitroot_ex}
        2    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
        2    0.000    0.000    0.000    0.000 enum.py:1708(global_enum)
        2    0.000    0.000    0.000    0.000 copy.py:228(_reconstruct)
        2    0.000    0.000    0.000    0.000 <string>:2(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:2327(get_type_hints)
        2    0.000    0.000    0.000    0.000 __init__.py:601(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1765(isEnabledFor)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.000    0.000    0.006    0.003 request.py:1(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:281(_parse_path)
        2    0.000    0.000    0.000    0.000 response.py:890(_error_catcher)
        2    0.000    0.000    0.012    0.006 connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:261(_format_parsed_parts)
        2    0.000    0.000    0.001    0.000 glob.py:1(<module>)
        2    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        2    0.000    0.000    0.007    0.004 api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:348(split_header_words)
        2    0.000    0.000    0.000    0.000 cookiejar.py:467(parse_ns_headers)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1162(return_ok_domain)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1600(make_cookies)
        2    0.000    0.000    0.001    0.001 cookiejar.py:1681(extract_cookies)
        2    0.000    0.000    0.000    0.000 request.py:1869(getproxies_environment)
        2    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
        2    0.000    0.000    0.002    0.001 cookies.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookies.py:455(create_cookie)
        2    0.000    0.000    0.003    0.002 core.py:1(<module>)
        2    0.000    0.000    0.002    0.001 models.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:733(set_environ)
        2    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        2    0.002    0.001    0.027    0.013 element.py:1266(_find_all)
        2    0.000    0.000    0.027    0.013 element.py:3024(find_all)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:361(prepare_markup)
        2    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        2    0.022    0.011    0.280    0.140 parser.py:214(goahead)
        2    0.000    0.000    0.018    0.009 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:513(close)
        2    0.000    0.000    0.000    0.000 adapters.py:116(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:282(reset)
        2    0.000    0.000    0.000    0.000 element.py:3195(__init__)
        2    0.000    0.000    0.001    0.001 cookies.py:124(extract_cookies_to_jar)
        2    0.000    0.000    0.000    0.000 cookies.py:358(update)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        2    0.000    0.000    0.000    0.000 adapters.py:178(__init__)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookies.py:110(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:216(init_poolmanager)
        2    0.000    0.000    0.000    0.000 structures.py:60(__len__)
        2    0.000    0.000    0.001    0.001 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:313(deprecated_argument)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1136(return_ok_secure)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1308(<lambda>)
        2    0.000    0.000    0.000    0.000 calendar.py:101(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:120(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1124(return_ok_verifiability)
        2    0.005    0.003    0.005    0.003 models.py:909(text)
        2    0.000    0.000    0.000    0.000 __init__.py:341(drive)
        2    0.000    0.000    0.000    0.000 __init__.py:350(root)
        2    0.000    0.000    0.000    0.000 __init__.py:359(_tail)
        2    0.000    0.000    0.000    0.000 response.py:1319(supports_chunked_reads)
        2    0.000    0.000    0.000    0.000 response.py:554(retries)
        2    0.000    0.000    0.000    0.000 connection.py:347(is_closed)
        2    0.000    0.000    0.000    0.000 __init__.py:691(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1115(return_ok_version)
        2    0.000    0.000    0.000    0.000 __init__.py:330(_raw_path)
        2    0.000    0.000    0.000    0.000 __init__.py:157(with_segments)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1148(return_ok_port)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1588(_process_rfc2109_cookies)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1097(return_ok)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1142(return_ok_expires)
        2    0.000    0.000    0.000    0.000 poolmanager.py:281(clear)
        2    0.000    0.000    0.000    0.000 ssl_.py:186(resolve_cert_reqs)
        2    0.000    0.000    0.000    0.000 response.py:494(<genexpr>)
        2    0.000    0.000    0.000    0.000 message.py:217(is_multipart)
        2    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
        2    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        2    0.000    0.000    0.000    0.000 message.py:156(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        2    0.000    0.000    0.000    0.000 url.py:100(__new__)
        2    0.000    0.000    0.000    0.000 ssl.py:677(verify_mode)
        2    0.000    0.000    0.000    0.000 feedparser.py:126(__iter__)
        2    0.000    0.000    0.000    0.000 socket.py:503(_real_close)
        2    0.000    0.000    0.000    0.000 client.py:435(close)
        2    0.000    0.000    0.000    0.000 client.py:458(isclosed)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 __init__.py:1302(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:507(close)
        2    0.000    0.000    0.000    0.000 typing.py:2446(_add_type_params_to_scope)
        2    0.000    0.000    0.000    0.000 __init__.py:451(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        2    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        2    0.000    0.000    0.000    0.000 __init__.py:1498(debug)
        2    0.000    0.000    0.000    0.000 __init__.py:265(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7fa1732a0d50}
        2    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:12(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:309(__init__)
        2    0.000    0.000    0.000    0.000 copyreg.py:103(__newobj__)
        2    0.000    0.000    0.000    0.000 weakref.py:334(__setitem__)
        2    0.000    0.000    0.000    0.000 weakref.py:325(__getitem__)
        2    0.000    0.000    0.000    0.000 enum.py:413(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:978(wrapper)
        2    0.000    0.000    0.000    0.000 functools.py:816(is_related)
        2    0.000    0.000    0.000    0.000 functools.py:893(dispatch)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 functools.py:875(singledispatch)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._make_thread_handle}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._get_main_thread_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7fa173166350}
        1    0.000    0.000    0.000    0.000 {built-in method _io.open}
        1    0.000    0.000    0.000    0.000 {built-in method time.time_ns}
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1106(_resolve_filename)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:72(join)
        1    0.000    0.000    0.000    0.000 __init__.py:679(update)
        1    0.000    0.000    0.000    0.000 functools.py:807(_compose_mro)
        1    0.000    0.000    0.000    0.000 __init__.py:241(split)
        1    0.000    0.000    0.000    0.000 copyreg.py:112(_slotnames)
        1    0.000    0.000    0.000    0.000 typing.py:3041(NamedTuple)
        1    0.000    0.000    0.000    0.000 weakref.py:468(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:307(makefile)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        1    0.001    0.001    1.830    1.830 financial.py:150(main)
        1    0.000    0.000    0.000    0.000 typing.py:3493(IO)
        1    0.000    0.000    0.010    0.010 _colorize.py:1(<module>)
        1    0.000    0.000    0.002    0.002 textwrap.py:17(TextWrapper)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:218(socket)
        1    0.000    0.000    0.002    0.002 typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _colorize.py:157(Argparse)
        1    0.000    0.000    0.000    0.000 _colorize.py:174(Syntax)
        1    0.000    0.000    0.001    0.001 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 financial.py:18(load_cookies_from_file)
        1    0.000    0.000    0.000    0.000 threading.py:1393(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:880(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1666(__getitem__)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.312    0.312 financial.py:86(parse_financial_data)
        1    0.000    0.000    0.000    0.000 threading.py:869(Thread)
        1    0.000    0.000    0.016    0.016 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textwrap.py:416(dedent)
        1    0.000    0.000    1.829    1.829 financial.py:32(get_financial_data)
        1    0.000    0.000    0.001    0.001 financial.py:118(extract_financial_values)
        1    0.000    0.000    0.000    0.000 client.py:401(_check_close)
        1    0.000    0.000    0.004    0.004 socket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.016    0.016 _request_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.971    0.971 client.py:296(_read_status)
        1    0.000    0.000    0.011    0.011 feedparser.py:1(<module>)
        1    0.000    0.000    1.032    1.032 client.py:329(begin)
        1    0.000    0.000    0.000    0.000 client.py:887(__init__)
        1    0.000    0.000    0.000    0.000 client.py:946(_get_hostport)
        1    0.000    0.000    0.000    0.000 client.py:1104(_send_output)
        1    0.000    0.000    0.000    0.000 client.py:1049(send)
        1    0.000    0.000    0.000    0.000 client.py:1158(putrequest)
        1    0.000    0.000    0.020    0.020 client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    1.032    1.032 client.py:1406(getresponse)
        1    0.000    0.000    0.000    0.000 _policybase.py:108(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 feedparser.py:472(_parse_headers)
        1    0.000    0.000    0.003    0.003 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:197(body_to_chunks)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2369(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:1003(urlencode)
        1    0.000    0.000    0.000    0.000 ipaddress.py:666(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1565(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1910(IPv6Address)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:343(set_payload)
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
        1    0.000    0.000    0.000    0.000 response.py:600(_init_decoder)
        1    0.000    0.000    0.078    0.078 ssl_.py:413(ssl_wrap_socket)
        1    0.000    0.000    0.000    0.000 message.py:249(get_payload)
        1    0.000    0.000    0.000    0.000 message.py:141(Message)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        1    0.000    0.000    0.062    0.062 ssl.py:990(_create)
        1    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        1    0.000    0.000    0.005    0.005 ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
        1    0.000    0.000    0.025    0.025 _base_connection.py:1(<module>)
        1    0.000    0.000    0.176    0.176 connection.py:27(create_connection)
        1    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        1    0.000    0.000    0.000    0.000 request.py:60(make_headers)
        1    0.000    0.000    0.000    0.000 __init__.py:175(CompressionParameter)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.002    0.002 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ssl_.py:225(create_urllib3_context)
        1    0.000    0.000    0.015    0.015 ssl_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        1    0.000    0.000    0.012    0.012 url.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        1    0.000    0.000    0.000    0.000 queue.py:46(__init__)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 _collections.py:100(__setitem__)
        1    0.000    0.000    0.000    0.000 _collections.py:341(extend)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        1    0.000    0.000    1.291    1.291 connectionpool.py:377(_make_request)
        1    0.000    0.000    0.019    0.019 connectionpool.py:1(<module>)
        1    0.000    0.000    1.291    1.291 connectionpool.py:592(urlopen)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:621(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        1    0.000    0.000    0.176    0.176 connection.py:198(_new_conn)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:447(_default_mime_types)
        1    0.000    0.000    0.000    0.000 response.py:466(__init__)
        1    0.000    0.000    0.000    0.000 response.py:451(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 response.py:722(__init__)
        1    0.000    0.000    0.000    0.000 response.py:834(_init_length)
        1    0.000    0.000    0.000    0.000 response.py:689(HTTPResponse)
        1    0.000    0.000    0.000    0.000 response.py:1287(closed)
        1    0.000    0.000    1.033    1.033 connection.py:540(getresponse)
        1    0.000    0.000    0.001    0.001 connection.py:424(request)
        1    0.000    0.000    0.000    0.000 connection.py:603(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.081    0.081 connection.py:901(_ssl_wrap_socket_and_match_hostname)
        1    0.000    0.000    0.257    0.257 connection.py:724(connect)
        1    0.000    0.000    0.000    0.000 __init__.py:78(PurePath)
        1    0.000    0.000    0.000    0.000 __init__.py:621(Path)
        1    0.000    0.000    0.001    0.001 _os.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:344(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 __init__.py:1384(ZipFile)
        1    0.000    0.000    0.015    0.015 compat.py:1(<module>)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:56(PoolKey)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.003    0.003 cd.py:1(<module>)
        1    0.000    0.000    0.001    0.001 constant.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1189(domain_return_ok)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1273(_cookies_for_domain)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1298(_cookie_attrs)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1357(add_cookie_header)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1247(CookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1735(clear_expired_cookies)
        1    0.000    0.000    0.008    0.008 cookiejar.py:1(<module>)
        1    0.000    0.000    0.002    0.002 sessions.py:457(prepare_request)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.000    0.000 request.py:1904(proxy_bypass_environment)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:706(SpooledTemporaryFile)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adapters.py:423(get_connection_with_tls_context)
        1    0.000    0.000    0.003    0.003 packages.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:207(get_netrc_auth)
        1    0.000    0.000    0.000    0.000 models.py:207(register_hook)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        1    0.000    0.000    1.293    1.293 adapters.py:590(send)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
        1    0.000    0.000    0.281    0.281 __init__.py:653(_feed)
        1    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
        1    0.000    0.000    0.000    0.000 models.py:588(prepare_auth)
        1    0.000    0.000    0.000    0.000 models.py:799(iter_content)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
        1    0.000    0.000    0.000    0.000 status_codes.py:109(_init)
        1    0.000    0.000    0.000    0.000 utils.py:258(extract_zipped_paths)
        1    0.000    0.000    0.000    0.000 utils.py:504(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 utils.py:626(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 utils.py:755(should_bypass_proxies)
        1    0.000    0.000    0.004    0.004 sessions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        1    0.000    0.000    0.000    0.000 adapters.py:76(_urllib3_request_context)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        1    0.000    0.000    1.481    1.481 sessions.py:500(request)
        1    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
        1    0.000    0.000    1.479    1.479 sessions.py:673(send)
        1    0.000    0.000    0.000    0.000 sessions.py:750(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 adapters.py:523(request_url)
        1    0.000    0.000    0.000    0.000 adapters.py:280(cert_verify)
        1    0.000    0.000    0.003    0.003 adapters.py:1(<module>)
        1    0.000    0.000    0.001    0.001 adapters.py:336(build_response)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        1    0.000    0.000    0.281    0.281 __init__.py:211(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:135(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 element.py:352(PageElement)
        1    0.000    0.000    0.000    0.000 element.py:1764(Tag)
        1    0.000    0.000    0.096    0.096 element.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
