('Total Revenue', '293,812,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         1055263 function calls (1027680 primitive calls) in 2.073 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       47    0.000    0.000    0.000    0.000 inspect.py:2679(__init__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1760(_parse_hextet)
       46    0.000    0.000    0.000    0.000 response.py:1328(_update_chunk_length)
       46    0.000    0.000    0.000    0.000 dataclasses.py:733(<genexpr>)
       46    0.000    0.000    0.000    0.000 dataclasses.py:1169(<genexpr>)
       45    0.000    0.000    0.001    0.000 typing.py:1341(__init__)
       45    0.000    0.000    0.170    0.004 response.py:1346(_handle_chunk)
    44/32    0.000    0.000    0.008    0.000 css_parser.py:579(parse_pseudo_class)
       44    0.000    0.000    0.000    0.000 connection.py:412(<genexpr>)
       44    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
       44    0.000    0.000    0.000    0.000 __init__.py:616(__missing__)
       43    0.000    0.000    0.000    0.000 typing.py:2651(overload)
       43    0.000    0.000    0.000    0.000 enum.py:90(_is_single_bit)
       43    0.000    0.000    0.000    0.000 enum.py:780(<genexpr>)
       41    0.000    0.000    0.000    0.000 dataclasses.py:591(_field_init)
       41    0.000    0.000    0.000    0.000 dataclasses.py:825(_get_field)
       41    0.000    0.000    0.000    0.000 inspect.py:1338(formatannotation)
       41    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
       41    0.000    0.000    0.000    0.000 dataclasses.py:391(field)
       41    0.000    0.000    0.000    0.000 dataclasses.py:756(_is_initvar)
       41    0.000    0.000    0.000    0.000 dataclasses.py:651(_init_param)
       41    0.000    0.000    0.000    0.000 dataclasses.py:579(_field_assign)
       41    0.000    0.000    0.000    0.000 dataclasses.py:762(_is_kw_only)
       41    0.000    0.000    0.000    0.000 dataclasses.py:294(__init__)
       40    0.000    0.000    0.000    0.000 utils.py:1035(_validate_header_part)
    40/31    0.000    0.000    0.008    0.000 css_parser.py:746(parse_pseudo_open)
       40    0.000    0.000    0.000    0.000 _policybase.py:329(header_fetch_parse)
       40    0.000    0.000    0.000    0.000 _policybase.py:298(_sanitize_header)
       40    0.000    0.000    0.000    0.000 typing.py:1541(__init__)
       39    0.000    0.000    0.000    0.000 typing.py:1276(__getattr__)
       37    0.000    0.000    0.000    0.000 inspect.py:2769(_format)
       37    0.000    0.000    0.000    0.000 parse.py:108(_noop)
       37    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       36    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
       36    0.000    0.000    0.000    0.000 parse.py:424(_checknetloc)
       36    0.000    0.000    0.000    0.000 parse.py:499(_urlsplit)
       36    0.000    0.000    0.000    0.000 parse.py:416(_splitnetloc)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1627(_make_netmask)
       35    0.000    0.000    0.001    0.000 ipaddress.py:2293(__init__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1647(_ip_int_from_string)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1890(_split_scope_id)
       35    0.000    0.000    0.000    0.000 feedparser.py:129(__next__)
       35    0.000    0.000    0.001    0.000 parse.py:374(urlparse)
       35    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
       35    0.000    0.000    0.001    0.000 parse.py:399(_urlparse)
       35    0.000    0.000    0.000    0.000 dataclasses.py:922(_set_new_attribute)
       35    0.000    0.000    0.000    0.000 <frozen _collections_abc>:792(get)
       33    0.000    0.000    0.000    0.000 dataclasses.py:419(<genexpr>)
       33    0.000    0.000    0.000    0.000 dataclasses.py:1233(<genexpr>)
       32    0.000    0.000    0.000    0.000 typing.py:2133(<genexpr>)
       32    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       30    0.000    0.000    0.000    0.000 dataclasses.py:446(add_fn)
       30    0.000    0.000    0.000    0.000 typing.py:1174(_generic_init_subclass)
       30    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
       30    0.000    0.000    0.001    0.000 typing.py:1576(copy_with)
       29    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       29    0.000    0.000    0.001    0.000 typing.py:1552(__getitem__)
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
       29    0.000    0.000    0.000    0.000 element.py:664(_last_descendant)
       29    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
       29    0.000    0.000    0.000    0.000 typing.py:1026(_is_unpacked_typevartuple)
       28    0.002    0.000    0.185    0.007 {method 'join' of 'bytes' objects}
       28    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       28    0.000    0.000    0.000    0.000 _collections.py:306(add)
       28    0.000    0.000    0.000    0.000 message.py:523(set_raw)
       28    0.000    0.000    0.000    0.000 _policybase.py:310(header_source_parse)
       28    0.000    0.000    0.000    0.000 util.py:19(to_str)
       27    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       27    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       27    0.000    0.000    0.004    0.000 element.py:530(get_text)
       27    0.000    0.000    0.000    0.000 _collections.py:295(__iter__)
       27    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
       26    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       26    0.001    0.000    0.588    0.023 __init__.py:1(<module>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:469(_prefix_from_prefix_string)
       26    0.000    0.000    0.000    0.000 ipaddress.py:426(_ip_int_from_prefix)
       26    0.000    0.000    0.000    0.000 ipaddress.py:410(_check_int_address)
       26    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_def_)
       25    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       25    0.000    0.000    0.002    0.000 enum.py:479(__new__)
       25    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
    24/21    0.004    0.000    0.005    0.000 {built-in method _imp.create_dynamic}
       24    0.001    0.000    0.001    0.000 {built-in method _imp.exec_dynamic}
       24    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       24    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       24    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       24    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1408(_fill_cache)
       24    0.000    0.000    0.000    0.000 <frozen zipimport>:67(__init__)
       24    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
       24    0.000    0.000    0.000    0.000 cookiejar.py:536(is_HDN)
       24    0.000    0.000    0.000    0.000 threading.py:313(__enter__)
       24    0.000    0.000    0.000    0.000 threading.py:316(__exit__)
       24    0.000    0.000    0.000    0.000 inspect.py:2736(default)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1331(__init__)
       24    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1220(_path_hooks)
    24/21    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1051(create_module)
       24    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1059(exec_module)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1449(path_hook_for_FileFinder)
       23    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       23    0.000    0.000    0.000    0.000 threading.py:408(notify)
       23    0.000    0.000    0.000    0.000 queue.py:305(_qsize)
       23    0.000    0.000    0.000    0.000 client.py:1086(_output)
       23    0.000    0.000    0.000    0.000 threading.py:328(_is_owned)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       22    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       22    0.000    0.000    0.000    0.000 client.py:1314(putheader)
       22    0.000    0.000    0.000    0.000 connection.py:410(putheader)
    22/10    0.000    0.000    0.000    0.000 cookiejar.py:1228(deepvalues)
       22    0.000    0.000    0.000    0.000 connection.py:459(<genexpr>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1182(_ip_int_from_string)
       21    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       21    0.000    0.000    0.000    0.000 inspect.py:662(unwrap)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1498(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1156(_make_netmask)
       21    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
       21    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
       20    0.000    0.000    0.000    0.000 utils.py:1024(check_header_validity)
       18    0.000    0.000    0.000    0.000 enum.py:968(_find_data_type_)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
       18    0.000    0.000    0.000    0.000 typing.py:529(__init__)
       18    0.000    0.000    0.000    0.000 dataclasses.py:420(<genexpr>)
       18    0.000    0.000    0.000    0.000 enum.py:927(_get_mixins_)
       18    0.000    0.000    0.000    0.000 enum.py:1442(<lambda>)
       17    0.000    0.000    0.001    0.000 typing.py:1977(__new__)
       17    0.000    0.000    0.000    0.000 cookiejar.py:621(request_host)
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
       17    0.000    0.000    0.000    0.000 typing.py:1996(__init__)
       17    0.000    0.000    0.000    0.000 typing.py:501(__init_subclass__)
       16    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       16    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
       16    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
       16    0.001    0.000    0.002    0.000 __init__.py:361(namedtuple)
       16    0.002    0.000    0.003    0.000 enum.py:1739(convert_class)
       16    0.000    0.000    0.000    0.000 typing.py:2128(__init_subclass__)
       16    0.000    0.000    0.023    0.001 css_parser.py:306(__init__)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
       16    0.000    0.000    0.010    0.001 css_parser.py:1149(process_selectors)
       16    0.000    0.000    0.000    0.000 _colorize.py:115(__annotate__)
     16/8    0.000    0.000    0.001    0.000 annotationlib.py:1105(_get_and_call_annotate)
       16    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
       16    0.000    0.000    0.000    0.000 enum.py:1723(_simple_enum)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       15    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
       15    0.000    0.000    0.000    0.000 enum.py:788(__members__)
       14    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       14    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       14    0.000    0.000    0.000    0.000 enum.py:1445(_missing_)
       14    0.000    0.000    0.000    0.000 parse.py:976(quote_from_bytes)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 parse.py:900(quote)
       14    0.000    0.000    0.000    0.000 typing.py:1660(<genexpr>)
       14    0.000    0.000    0.000    0.000 __init__.py:820(__init__)
       14    0.000    0.000    0.000    0.000 inspect.py:267(isfunction)
       14    0.000    0.000    0.000    0.000 _compiler.py:405(_bytes_to_codes)
       13    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
     13/5    0.000    0.000    0.002    0.000 inspect.py:2412(_signature_from_callable)
       13    0.000    0.000    0.000    0.000 typing.py:1517(__mro_entries__)
       13    0.000    0.000    0.000    0.000 typing.py:1842(_get_protocol_attrs)
       13    0.000    0.000    0.000    0.000 cookiejar.py:678(escape_path)
       13    0.000    0.000    0.000    0.000 typing.py:1127(<genexpr>)
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       12    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
       12    0.000    0.000    0.000    0.000 queue.py:177(get)
       12    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
       12    0.000    0.000    0.000    0.000 retry.py:253(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:2974(<genexpr>)
       12    0.000    0.000    0.000    0.000 inspect.py:1711(_shadowed_dict)
       12    0.000    0.000    0.000    0.000 inspect.py:184(isclass)
       12    0.000    0.000    0.000    0.000 inspect.py:1909(_signature_get_user_defined_method)
       12    0.000    0.000    0.000    0.000 <frozen os>:704(__getitem__)
       12    0.000    0.000    0.000    0.000 <frozen os>:786(encode)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       11    0.000    0.000    0.000    0.000 queue.py:137(put)
       11    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
       11    0.000    0.000    0.000    0.000 dammit.py:1371(numeric_character_reference)
       11    0.000    0.000    0.000    0.000 queue.py:308(_put)
       11    0.000    0.000    0.000    0.000 queue.py:311(_get)
       11    0.000    0.000    0.000    0.000 threading.py:126(RLock)
       11    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       10    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       10    0.000    0.000    0.000    0.000 copy.py:62(copy)
       10    0.001    0.000    0.004    0.000 enum.py:879(_convert_)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1668(set_cookie)
       10    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
       10    0.000    0.000    0.000    0.000 _policybase.py:113(<genexpr>)
       10    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       10    0.000    0.000    0.000    0.000 typing.py:385(decorator)
       10    0.000    0.000    0.000    0.000 typing.py:380(_tp_cache)
       10    0.000    0.000    0.000    0.000 socket.py:102(_intenum_converter)
        9    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        9    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        9    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        9    0.000    0.000    0.000    0.000 enum.py:946(_find_data_repr_)
        9    0.000    0.000    0.000    0.000 enum.py:995(_find_new_)
        9    0.000    0.000    0.000    0.000 inspect.py:2971(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:2258(runtime_checkable)
        9    0.000    0.000    0.000    0.000 __init__.py:1362(getLogger)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 cookiejar.py:637(eff_request_host)
        9    0.000    0.000    0.000    0.000 __init__.py:196(__new__)
        9    0.000    0.000    0.000    0.000 __init__.py:2130(getLogger)
        9    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        9    0.000    0.000    0.000    0.000 enum.py:917(_check_for_existing_members_)
        9    0.000    0.000    0.000    0.000 __init__.py:1478(__init__)
        9    0.000    0.000    0.000    0.000 enum.py:333(__init__)
        9    0.000    0.000    0.000    0.000 inspect.py:3041(parameters)
        9    0.000    0.000    0.000    0.000 enum.py:465(__prepare__)
        8    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        8    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        8    0.000    0.000    0.000    0.000 inspect.py:1724(getattr_static)
        8    0.000    0.000    0.001    0.000 dataclasses.py:541(__annotate__)
      8/4    0.000    0.000    0.001    0.000 annotationlib.py:688(call_annotate_function)
        8    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
        8    0.000    0.000    0.000    0.000 cookiejar.py:762(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        8    0.000    0.000    0.000    0.000 filter.py:492(_make_match_rules)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 cookies.py:69(is_unverifiable)
        8    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
        8    0.000    0.000    0.000    0.000 cookies.py:46(get_origin_req_host)
        8    0.000    0.000    0.000    0.000 cookies.py:90(unverifiable)
        8    0.000    0.000    0.000    0.000 cookies.py:94(origin_req_host)
        8    0.000    0.000    0.000    0.000 cookiejar.py:692(reach)
        8    0.000    0.000    0.000    0.000 cookiejar.py:551(domain_match)
        8    0.000    0.000    0.001    0.000 cookiejar.py:727(is_third_party)
        8    0.000    0.000    0.000    0.000 message.py:506(get)
        8    0.000    0.000    0.000    0.000 _colorize.py:127(__post_init__)
        8    0.000    0.000    0.000    0.000 annotationlib.py:326(__init__)
        8    0.000    0.000    0.000    0.000 inspect.py:1685(_check_class)
        8    0.000    0.000    0.000    0.000 inspect.py:3045(return_annotation)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:963(update)
        7    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:665(spec_from_loader)
      7/1    0.000    0.000    0.000    0.000 functools.py:762(_c3_mro)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        7    0.000    0.000    0.000    0.000 cookiejar.py:927(is_blocked)
        7    0.000    0.000    0.000    0.000 cookiejar.py:942(is_not_allowed)
        7    0.000    0.000    0.000    0.000 cookiejar.py:648(request_path)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        7    0.000    0.000    0.000    0.000 typing.py:1637(__getitem__)
        7    0.000    0.000    0.000    0.000 typing.py:1651(__getitem_inner__)
        7    0.000    0.000    0.001    0.000 typing.py:2934(_make_nmtuple)
        7    0.000    0.000    0.000    0.000 typing.py:543(__repr__)
        7    0.000    0.000    0.000    0.000 typing.py:564(__getitem__)
        7    0.000    0.000    0.000    0.000 typing.py:743(Optional)
        7    0.000    0.000    0.000    0.000 typing.py:1633(copy_with)
        7    0.000    0.000    0.001    0.000 typing.py:2941(_make_eager_annotate)
        7    0.000    0.000    0.000    0.000 typing.py:1136(<genexpr>)
        7    0.000    0.000    0.000    0.000 enum.py:1206(_add_alias_)
        7    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:799(__contains__)
        7    0.000    0.000    0.000    0.000 functools.py:735(_c3_merge)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'has_default' of 'typing.TypeVar' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 {built-in method time.time}
        6    0.000    0.000    0.000    0.000 typing.py:1113(_generic_class_getitem)
        6    0.000    0.000    0.000    0.000 typing.py:1244(__mro_entries__)
        6    0.000    0.000    0.002    0.000 typing.py:2965(__new__)
        6    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1076(set_ok_port)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1016(set_ok_domain)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1487(_cookie_from_cookie_tuple)
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:996(set_ok_name)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1754(__iter__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:969(set_ok_version)
        6    0.000    0.000    0.000    0.000 cookiejar.py:984(set_ok_verifiability)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1005(set_ok_path)
        6    0.000    0.000    0.000    0.000 abc.py:25(_register)
        6    0.000    0.000    0.001    0.000 cookiejar.py:950(set_ok)
        6    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        6    0.000    0.000    0.000    0.000 typing.py:3109(_namedtuple_mro_entries)
        6    0.000    0.000    0.000    0.000 _policybase.py:103(_append_doc)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(is_package)
        6    0.000    0.000    0.000    0.000 functools.py:916(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1000(exec_module)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:992(create_module)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:504(_requires_builtin_wrapper)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        5    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        5    0.000    0.000    0.005    0.001 dataclasses.py:478(add_fns_to_class)
        5    0.000    0.000    0.000    0.000 dataclasses.py:670(_init_fn)
        5    0.000    0.000    0.009    0.002 dataclasses.py:986(_process_class)
        5    0.000    0.000    0.001    0.000 inspect.py:2306(_signature_from_function)
        5    0.000    0.000    0.000    0.000 feedparser.py:102(push)
        5    0.000    0.000    0.185    0.037 models.py:890(content)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        5    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
        5    0.000    0.000    0.000    0.000 connection.py:169(host)
        5    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        5    0.000    0.000    0.002    0.000 inspect.py:3318(signature)
        5    0.000    0.000    0.000    0.000 __init__.py:899(_addHandlerRef)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 dataclasses.py:415(_fields_in_init_order)
        5    0.000    0.000    0.000    0.000 __init__.py:931(__init__)
        5    0.000    0.000    0.000    0.000 dataclasses.py:359(__init__)
        5    0.000    0.000    0.000    0.000 dataclasses.py:437(__init__)
        5    0.000    0.000    0.000    0.000 dataclasses.py:424(_tuple_str)
        5    0.000    0.000    0.000    0.000 dataclasses.py:536(_make_annotate_function)
        5    0.000    0.000    0.009    0.002 dataclasses.py:1431(wrap)
        5    0.000    0.000    0.002    0.000 inspect.py:3031(from_callable)
        5    0.000    0.000    0.000    0.000 dataclasses.py:943(_hash_add)
        5    0.000    0.000    0.000    0.000 dataclasses.py:1414(dataclass)
        5    0.004    0.001    0.004    0.001 financial.py:77(<genexpr>)
        5    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        5    0.000    0.000    0.000    0.000 dataclasses.py:728(_frozen_get_del_attr)
        5    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        5    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated_lock_held}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._acquire_lock}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._release_lock}
        4    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 annotationlib.py:352(__convert_to_ast)
        4    0.000    0.000    0.000    0.000 functools.py:922(register)
        4    0.000    0.000    0.000    0.000 _parser.py:887(_parse_flags)
        4    0.000    0.000    0.000    0.000 annotationlib.py:421(__make_new)
        4    0.000    0.000    0.000    0.000 inspect.py:2070(_signature_is_functionlike)
        4    0.000    0.000    0.000    0.000 inspect.py:2030(_signature_bound_method)
        4    0.000    0.000    0.000    0.000 annotationlib.py:443(__getitem__)
        4    0.000    0.000    0.000    0.000 inspect.py:3257(format)
        4    0.000    0.000    0.000    0.000 annotationlib.py:844(_build_closure)
        4    0.000    0.000    0.000    0.000 threading.py:290(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:433(_eval_type)
        4    0.000    0.000    0.000    0.000 _py_warnings.py:320(_add_filter)
        4    0.000    0.000    0.000    0.000 typing.py:2458(_strip_annotations)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        4    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1390(_normalized_cookie_tuples)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        4    0.000    0.000    0.000    0.000 calendar.py:801(timegm)
        4    0.000    0.000    0.000    0.000 cookies.py:117(info)
        4    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1579(_cookies_from_attrs_set)
        4    0.000    0.000    0.000    0.000 cookiejar.py:460(strip_quotes)
        4    0.000    0.000    0.000    0.000 cookiejar.py:811(is_expired)
        4    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1262(__init__)
        4    0.000    0.000    0.000    0.000 _request_methods.py:51(__init__)
        4    0.001    0.000    0.001    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.001    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 message.py:608(get_content_type)
        4    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        4    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        4    0.000    0.000    0.000    0.000 typing.py:1033(_is_typevar_like)
        4    0.000    0.000    0.000    0.000 message.py:541(get_all)
        4    0.000    0.000    0.000    0.000 annotationlib.py:395(__convert_to_ast_getitem)
        4    0.000    0.000    0.000    0.000 annotationlib.py:664(transmogrify)
        4    0.000    0.000    0.000    0.000 _py_warnings.py:111(_get_filters)
        4    0.000    0.000    0.000    0.000 warnings.py:84(__exit__)
        4    0.000    0.000    0.000    0.000 _py_warnings.py:89(_get_context)
        4    0.000    0.000    0.000    0.000 __init__.py:1308(append)
        4    0.000    0.000    0.000    0.000 _colorize.py:140(no_colors)
        4    0.000    0.000    0.000    0.000 inspect.py:2056(_signature_is_builtin)
        4    0.000    0.000    0.000    0.000 dataclasses.py:336(__set_name__)
        4    0.000    0.000    0.000    0.000 annotationlib.py:415(__get_ast)
        4    0.000    0.000    0.000    0.000 annotationlib.py:643(__init__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:705(<genexpr>)
        4    0.000    0.000    0.000    0.000 _py_warnings.py:294(simplefilter)
        4    0.000    0.000    0.000    0.000 annotationlib.py:674(create_unique_name)
        4    0.000    0.000    0.000    0.000 inspect.py:3254(__str__)
        4    0.000    0.000    0.000    0.000 inspect.py:431(isbuiltin)
        4    0.000    0.000    0.000    0.000 _py_warnings.py:71(_filters)
