('Total Revenue', '293,812,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         1070353 function calls (1043105 primitive calls) in 2.346 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
        1    0.000    0.000    0.000    0.000 message.py:711(get_param)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
       10    0.000    0.000    0.000    0.000 inspect.py:2056(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 __init__.py:135(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 utils.py:395(decode_params)
        4    0.000    0.000    0.000    0.000 _models.py:371(__init__)
       76    0.000    0.000    0.000    0.000 __init__.py:435(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:875(singledispatch)
        1    0.000    0.000    0.000    0.000 _status_codes.py:8(codes)
        5    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
        1    0.000    0.000    0.018    0.018 to_thread.py:1(<module>)
      170    0.000    0.000    0.000    0.000 enum.py:902(<lambda>)
        4    0.000    0.000    0.000    0.000 annotationlib.py:653(__missing__)
        1    0.000    0.000    0.003    0.003 textwrap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:85(_parse_content_type_charset)
      158    0.000    0.000    0.000    0.000 inspect.py:2744(kind)
        1    0.000    0.000    0.000    0.000 _urls.py:15(URL)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1298(_cookie_attrs)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1162(return_ok_domain)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1182(_ip_int_from_string)
       87    0.000    0.000    0.000    0.000 _policybase.py:218(header_max_count)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       11    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        4    0.000    0.000    0.000    0.000 _events.py:337(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:341(drive)
        6    0.000    0.000    0.000    0.000 http11.py:163(_send_event)
        2    0.000    0.000    0.202    0.101 _models.py:876(read)
        4    0.000    0.000    0.000    0.000 parse.py:1124(_splittype)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:170(close)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1156(_make_netmask)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
       10    0.000    0.000    0.000    0.000 inspect.py:2403(_descriptor_get)
        4    0.000    0.000    0.000    0.000 _urlparse.py:200(__str__)
        2    0.000    0.000    0.000    0.000 _models.py:1117(set)
       10    0.000    0.000    0.000    0.000 enum.py:1206(_add_alias_)
       10    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 message.py:463(__contains__)
       11    0.000    0.000    0.003    0.000 inspect.py:3318(signature)
        1    0.000    0.000    0.000    0.000 _tempfile.py:220(SpooledTemporaryFile)
        1    0.000    0.000    1.746    1.746 _client.py:879(send)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _colorize.py:210(Theme)
       19    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 codeop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       22    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1011(__iter__)
       13    0.000    0.000    0.000    0.000 cookiejar.py:637(eff_request_host)
        1    0.000    0.000    0.000    0.000 _client.py:517(_redirect_url)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _connection.py:84(_keep_alive)
       59    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        4    0.000    0.000    0.000    0.000 _connection.py:93(_body_framing)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2369(_IPv6Constants)
       58    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        8    0.000    0.000    0.000    0.000 __init__.py:280(finditer)
       11    0.000    0.000    0.000    0.000 enum.py:333(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
        1    0.000    0.000    1.545    1.545 _client.py:930(_send_handling_auth)
        1    0.000    0.000    0.000    0.000 client.py:839(HTTPConnection)
       31    0.000    0.000    0.001    0.000 dataclasses.py:1414(dataclass)
       27    0.000    0.000    0.000    0.000 enum.py:1425(_iter_member_by_value_)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       29    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
        4    0.000    0.000    0.000    0.000 _policybase.py:298(_sanitize_header)
      138    0.000    0.000    0.000    0.000 annotationlib.py:250(__forward_arg__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:931(__init__)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       29    0.000    0.000    0.000    0.000 element.py:664(_last_descendant)
       49    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 _models.py:961(close)
        6    0.000    0.000    0.000    0.000 _policybase.py:103(_append_doc)
        1    0.000    0.000    0.000    0.000 __init__.py:78(PurePath)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       10    0.000    0.000    0.000    0.000 socket.py:102(_intenum_converter)
       26    0.000    0.000    0.000    0.000 ipaddress.py:469(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 _fileio.py:38(AsyncFile)
        2    0.000    0.000    0.000    0.000 _models.py:321(__init__)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:621(Path)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 _models.py:304(__setitem__)
        4    0.000    0.000    0.000    0.000 _colorize.py:140(no_colors)
        1    0.000    0.000    0.064    0.064 ssl.py:1365(do_handshake)
      128    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
       95    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
        1    0.000    0.000    2.347    2.347 financial_enhanced.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:516(__init__)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:701(_use_posix_spawn)
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
       75    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.023    0.011 element.py:3024(find_all)
       25    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _models.py:652(encoding)
        2    0.000    0.000    0.000    0.000 calendar.py:801(timegm)
        4    0.000    0.000    0.000    0.000 annotationlib.py:674(create_unique_name)
        1    0.000    0.000    0.000    0.000 _decoders.py:1(<module>)
       11    0.000    0.000    0.000    0.000 enum.py:946(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 parse.py:1103(unwrap)
      104    0.000    0.000    0.000    0.000 dataclasses.py:1169(<genexpr>)
        3    0.000    0.000    0.000    0.000 _utils.py:8(is_socket_readable)
       19    0.000    0.000    0.000    0.000 parse.py:424(_checknetloc)
      106    0.000    0.000    0.000    0.000 enum.py:780(<genexpr>)
        4    0.000    0.000    0.000    0.000 _urlparse.py:167(authority)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:771(has_redirect_location)
        2    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
      108    0.000    0.000    0.000    0.000 inspect.py:2732(name)
       46    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
        7    0.000    0.000    0.000    0.000 __init__.py:1478(__init__)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
       19    0.000    0.000    0.000    0.000 request.py:355(get_full_url)
        3    0.000    0.000    0.000    0.000 typing.py:2934(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1565(_IPv4Constants)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
        2    0.000    0.000    0.000    0.000 _writers.py:22(write_headers)
        1    0.000    0.000    0.000    0.000 threading.py:1393(__init__)
        1    0.000    0.000    0.026    0.026 _config.py:23(create_ssl_context)
       10    0.000    0.000    0.000    0.000 threading.py:126(RLock)
        8    0.000    0.000    0.000    0.000 annotationlib.py:326(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7480e68cc300}
        1    0.000    0.000    0.001    0.001 financial_enhanced.py:95(extract_financial_values)
        1    0.000    0.000    0.000    0.000 _client.py:1293(__exit__)
        4    0.000    0.000    0.000    0.000 annotationlib.py:395(__convert_to_ast_getitem)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1735(clear_expired_cookies)
        1    0.000    0.000    0.064    0.064 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.000    0.000 tempfile.py:706(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 threading.py:869(Thread)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
       10    0.000    0.000    0.001    0.000 inspect.py:3254(__str__)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:121(Policy)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
      123    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 _connection.py:151(Connection)
        4    0.000    0.000    0.000    0.000 annotationlib.py:415(__get_ast)
        1    0.000    0.000    0.002    0.002 __init__.py:71(search_function)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:504(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 socket.py:503(_real_close)
        1    0.000    0.000    0.000    0.000 message.py:141(Message)
       23    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 default.py:221(__exit__)
        2    0.000    0.000    0.002    0.001 _models.py:1110(set_cookie_header)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.003    0.003 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:3606(TextIO)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        2    0.000    0.000    0.000    0.000 http11.py:344(close)
        1    0.000    0.000    0.000    0.000 _zstdfile.py:20(ZstdFile)
        1    0.000    0.000    0.000    0.000 subprocess.py:758(Popen)
        6    0.000    0.000    0.000    0.000 _connection.py:517(send)
       21    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 _py_warnings.py:739(__call__)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:666(_BaseNetwork)
       30    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
       35    0.000    0.000    0.000    0.000 typing.py:1660(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:257(HTTPResponse)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:880(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
       10    0.000    0.000    0.000    0.000 _policybase.py:113(<genexpr>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1215(path_return_ok)
        4    0.000    0.000    0.000    0.000 sync.py:173(get_extra_info)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:278(FrameSummary)
       34    0.000    0.000    0.000    0.000 inspect.py:267(isfunction)
        1    0.000    0.000    0.000    0.000 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.004    0.004 core.py:21(where)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       18    0.000    0.000    0.000    0.000 typing.py:529(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1247(CookieJar)
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        4    0.000    0.000    0.000    0.000 _urls.py:374(__str__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1890(_split_scope_id)
        4    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
        2    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        1    0.000    0.000    0.000    0.000 _models.py:139(Headers)
       31    0.000    0.000    0.000    0.000 dataclasses.py:437(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:893(dispatch)
        3    0.000    0.000    0.000    0.000 _urlparse.py:348(encode_host)
        1    0.000    0.000    0.000    0.000 cookiejar.py:744(Cookie)
        1    0.000    0.000    1.747    1.747 _client.py:771(request)
        2    0.000    0.000    0.000    0.000 parse.py:472(urlsplit)
       27    0.000    0.000    0.000    0.000 typing.py:1136(<genexpr>)
        2    0.000    0.000    0.000    0.000 socks_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _common.py:108(from_package)
        1    0.000    0.000    0.000    0.000 css_match.py:535(CSSMatch)
        1    0.000    0.000    0.000    0.000 readers.py:23(__init__)
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decoders.py:311(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:196(__new__)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
        1    0.000    0.000    0.000    0.000 _client.py:546(_redirect_headers)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:929(pop)
      112    0.000    0.000    0.000    0.000 ipaddress.py:569(__int__)
        1    0.000    0.000    0.000    0.000 _models.py:1079(Cookies)
       10    0.000    0.000    0.000    0.000 inspect.py:2070(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
       44    0.000    0.000    0.000    0.000 dataclasses.py:420(<genexpr>)
        2    0.000    0.000    0.000    0.000 http2.py:1(<module>)
       20    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 parse.py:1145(_splithost)
        1    0.000    0.000    0.000    0.000 typing.py:2912(<generic parameters of SupportsAbs>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:441(_prepare)
        1    0.000    0.000    0.000    0.000 __init__.py:1847(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:64(Template)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:601(__init__)
      124    0.000    0.000    0.000    0.000 enum.py:235(__init__)
        1    0.000    0.000    0.000    0.000 _tasks.py:20(CancelScope)
       25    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       51    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
       18    0.000    0.000    0.000    0.000 dataclasses.py:336(__set_name__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:48(__init__)
        7    0.000    0.000    0.000    0.000 parse.py:716(unquote)
        1    0.000    0.000    0.000    0.000 __init__.py:922(Handler)
       18    0.000    0.000    0.000    0.000 enum.py:788(__members__)
        2    0.000    0.000    0.000    0.000 _writers.py:36(write_request)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
       95    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        2    0.000    0.000    0.000    0.000 default.py:130(close)
        1    0.000    0.000    0.000    0.000 _events.py:137(__annotate__)
        1    0.000    0.000    0.000    0.000 __init__.py:554(Formatter)
        1    0.000    0.000    0.000    0.000 parse.py:739(parse_qs)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:992(create_module)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:218(socket)
       27    0.000    0.000    0.000    0.000 enum.py:114(_iter_bits_lsb)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 functools.py:807(_compose_mro)
        1    0.000    0.000    0.012    0.012 css_parser.py:326(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:380(_tp_cache)
        1    0.000    0.000    0.000    0.000 connection_pool.py:347(close)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        5    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
       30    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1291(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 _decoders.py:101(flush)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       10    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        1    0.000    0.000    0.000    0.000 _client.py:1275(__enter__)
        1    0.000    0.000    0.000    0.000 _client.py:424(_merge_headers)
        1    0.000    0.000    0.219    0.219 _htmlparser.py:433(feed)
        1    0.000    0.000    0.000    0.000 _zstdfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:875(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 message.py:925(get_content_charset)
        1    0.000    0.000    0.003    0.003 _decoders.py:314(decode)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        3    0.000    0.000    0.000    0.000 threading.py:630(set)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:792(get)
        2    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
       22    0.000    0.000    0.000    0.000 _headers.py:119(__getitem__)
        1    0.000    0.000    0.000    0.000 _colorize.py:242(no_colors)
        1    0.000    0.000    0.000    0.000 typing.py:2857(SupportsInt)
        1    0.000    0.000    0.000    0.000 tls.py:86(TLSStream)
        1    0.000    0.000    0.000    0.000 __init__.py:222(Strategy)
       11    0.000    0.000    0.000    0.000 dammit.py:1371(numeric_character_reference)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 _functional.py:1(<module>)
        1    0.000    0.000    0.051    0.051 css.py:1(<module>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:426(_ip_int_from_prefix)
        2    0.000    0.000    0.000    0.000 __init__.py:281(_parse_path)
       31    0.000    0.000    0.000    0.000 dataclasses.py:359(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:357(unquote)
        1    0.000    0.000    0.000    0.000 _synchronization.py:512(CapacityLimiter)
       58    0.000    0.000    0.000    0.000 element.py:2508(__eq__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:17(PoolRequest)
       27    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       12    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
        1    0.000    0.000    0.000    0.000 from_thread.py:185(BlockingPortal)
        2    0.000    0.000    0.000    0.000 _models.py:1257(add_unredirected_header)
        2    0.000    0.000    0.000    0.000 ssl.py:1225(send)
        8    0.000    0.000    0.000    0.000 filter.py:492(_make_match_rules)
        1    0.000    0.000    0.000    0.000 __init__.py:1463(Logger)
       30    0.000    0.000    0.000    0.000 inspect.py:184(isclass)
        1    0.000    0.000    0.000    0.000 _abnf.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:135(__init__)
        4    0.000    0.000    0.000    0.000 _decoders.py:233(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:381(parent)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
       19    0.000    0.000    0.000    0.000 enum.py:1723(_simple_enum)
        1    0.000    0.000    0.000    0.000 _decoders.py:92(__init__)
        9    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:1004(TracebackException)
        1    0.000    0.000    0.000    0.000 _subprocesses.py:10(Process)
       16    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1384(ZipFile)
        6    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
        1    0.000    0.000    0.000    0.000 readers.py:64(MultiplexedPath)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _urls.py:420(QueryParams)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        5    0.000    0.000    0.000    0.000 message.py:156(__init__)
        1    0.000    0.000    0.219    0.219 parser.py:162(feed)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _writers.py:63(__call__)
        1    0.000    0.000    0.000    0.000 tempfile.py:885(TemporaryDirectory)
       13    0.000    0.000    0.000    0.000 _trace.py:49(__enter__)
        3    0.000    0.000    0.000    0.000 threading.py:602(__init__)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _connection.py:353(trailing_data)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        2    0.000    0.000    0.000    0.000 _config.py:86(__init__)
        2    0.000    0.000    0.000    0.000 _headers.py:123(raw_items)
        3    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 typing.py:2923(<generic parameters of SupportsRound>)
        1    0.000    0.000    0.000    0.000 _client.py:83(_same_origin)
        1    0.000    0.000    0.000    0.000 __init__.py:1111(StreamHandler)
        1    0.000    0.000    0.092    0.092 _client.py:718(_init_transport)
        1    0.000    0.000    0.000    0.000 __init__.py:204(Path)
       10    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       43    0.000    0.000    0.000    0.000 enum.py:90(_is_single_bit)
        1    0.000    0.000    0.000    0.000 typing.py:3752(<generic parameters of override>)
        1    0.000    0.000    0.000    0.000 threading.py:278(Condition)
        4    0.000    0.000    0.000    0.000 _policybase.py:329(header_fetch_parse)
       11    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
        1    0.000    0.000    0.000    0.000 message.py:989(MIMEPart)
       23    0.000    0.000    0.000    0.000 request.py:305(full_url)
        1    0.000    0.000    0.000    0.000 typing.py:1865(_no_init_or_replace_init)
        1    0.000    0.000    0.000    0.000 _auth.py:175(DigestAuth)
        4    0.000    0.000    0.000    0.000 _parser.py:887(_parse_flags)
        2    0.000    0.000    0.000    0.000 inspect.py:285(_has_code_flag)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _config.py:72(Timeout)
        2    0.000    0.000    0.000    0.000 functools.py:978(wrapper)
        4    0.000    0.000    0.000    0.000 typing.py:2458(_strip_annotations)
        1    0.000    0.000    0.000    0.000 _models.py:688(charset_encoding)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.003    0.003 _adapters.py:144(_reader)
        1    0.000    0.000    0.000    0.000 __init__.py:101(CompleteDirs)
        3    0.000    0.000    0.000    0.000 threading.py:438(notify_all)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 _client.py:239(_get_proxy_map)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:628(CapacityLimiterAdapter)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1142(return_ok_expires)
        5    0.000    0.000    0.000    0.000 _models.py:167(__eq__)
       13    0.000    0.000    0.000    0.000 inspect.py:1342(repl)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1000(exec_module)
        1    0.000    0.000    0.000    0.000 _base.py:319(Future)
        1    0.000    0.000    0.000    0.000 interfaces.py:20(RequestInterface)
        2    0.000    0.000    0.000    0.000 _client.py:77(_port_or_default)
        3    0.000    0.000    0.000    0.000 filter.py:224(__init__)
       13    0.000    0.000    0.000    0.000 _trace.py:55(__exit__)
        1    0.000    0.000    0.000    0.000 _utils.py:30(get_environment_proxies)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:12(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1266(IPv4Address)
        1    0.000    0.000    0.000    0.000 _colorize.py:115(ThemeSection)
        9    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _models.py:56(_is_known_encoding)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1005(set_ok_path)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:369(Semaphore)
        5    0.000    0.000    0.000    0.000 <frozen os>:786(encode)
        1    0.000    0.000    0.001    0.001 __init__.py:444(PercentStyle)
        1    0.000    0.000    0.000    0.000 typing.py:1791(_UnpackGenericAlias)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
      4/2    0.000    0.000    0.000    0.000 typing.py:1495(__repr__)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 request.py:394(OpenerDirector)
        1    0.000    0.000    0.000    0.000 _resources.py:10(AsyncResource)
       14    0.000    0.000    0.000    0.000 typing.py:1033(_is_typevar_like)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1754(__iter__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:331(__init__)
        1    0.000    0.000    0.000    0.000 sync.py:141(close)
        2    0.000    0.000    0.000    0.000 _auth.py:62(sync_auth_flow)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:955(clear)
        1    0.000    0.000    0.000    0.000 lowlevel.py:100(_NoValueSet)
