('Total Revenue', '293,812,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         1070353 function calls (1043105 primitive calls) in 2.346 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      322    0.000    0.000    0.000    0.000 css_parser.py:248(css_unescape)
        2    0.000    0.000    1.337    0.669 http11.py:65(handle_request)
       76    0.000    0.000    0.001    0.000 typing.py:1576(copy_with)
        6    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
       10    0.000    0.000    0.001    0.000 inspect.py:3257(format)
      174    0.000    0.000    0.000    0.000 dataclasses.py:922(_set_new_attribute)
       90    0.000    0.000    0.000    0.000 dataclasses.py:591(_field_init)
      213    0.000    0.000    0.000    0.000 _parser.py:947(fix_flags)
        1    0.000    0.000    0.001    0.001 _types.py:1(<module>)
       46    0.000    0.000    0.000    0.000 inspect.py:2769(_format)
      276    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:602(__init__)
      147    0.000    0.000    0.000    0.000 dataclasses.py:751(_is_classvar)
      942    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       53    0.000    0.000    0.000    0.000 typing.py:1517(__mro_entries__)
      411    0.000    0.000    0.000    0.000 socket.py:96(<lambda>)
        2    0.000    0.000    0.006    0.003 utils.py:1(<module>)
      184    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      191    0.000    0.000    0.005    0.000 _parser.py:98(closegroup)
        1    0.000    0.000    0.047    0.047 dammit.py:1(<module>)
       30    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
      409    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
       59    0.000    0.000    0.001    0.000 parser.py:181(set_cdata_mode)
      482    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:467(parse_ns_headers)
      436    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.003    0.003 socket.py:1(<module>)
      320    0.000    0.000    0.000    0.000 _connection.py:217(our_state)
       31    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1449(path_hook_for_FileFinder)
       31    0.000    0.000    0.020    0.001 dataclasses.py:1431(wrap)
       53    0.000    0.000    0.001    0.000 typing.py:952(_make_forward_ref)
      456    0.000    0.000    0.000    0.000 annotationlib.py:272(__eq__)
       19    0.000    0.000    0.001    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.028    0.014 _models.py:1(<module>)
       31    0.000    0.000    0.000    0.000 dataclasses.py:415(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        4    0.000    0.000    0.001    0.000 _models.py:1249(__init__)
        4    0.000    0.000    0.001    0.000 _models.py:1270(info)
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       17    0.000    0.000    0.001    0.000 parse.py:374(urlparse)
      355    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       16    0.000    0.000    0.000    0.000 _colorize.py:115(__annotate__)
        2    0.000    0.000    0.042    0.021 _synchronization.py:1(<module>)
        1    0.000    0.000    0.037    0.037 request.py:1(<module>)
        2    0.000    0.000    0.003    0.002 _eventloop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.008    0.008 shutil.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       69    0.000    0.000    0.000    0.000 typing.py:2651(overload)
       56    0.000    0.000    0.000    0.000 inspect.py:1338(formatannotation)
      566    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
       46    0.000    0.000    0.001    0.000 _readers.py:64(_decode_header_lines)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1647(_ip_int_from_string)
        2    0.000    0.000    1.542    0.771 _client.py:1001(_send_single_request)
        1    0.000    0.000    0.046    0.046 css_parser.py:1(<module>)
  303/274    0.000    0.000    0.000    0.000 typing.py:1361(__hash__)
      167    0.000    0.000    0.000    0.000 enum.py:186(__get__)
      279    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      140    0.000    0.000    0.000    0.000 typing.py:1026(_is_unpacked_typevartuple)
    44/32    0.000    0.000    0.008    0.000 css_parser.py:579(parse_pseudo_class)
        2    0.000    0.000    1.539    0.770 default.py:230(handle_request)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1097(return_ok)
      213    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        2    0.000    0.000    1.539    0.769 connection_pool.py:199(handle_request)
        1    0.000    0.000    0.017    0.017 traceback.py:1(<module>)
      202    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       51    0.000    0.000    0.000    0.000 inspect.py:662(unwrap)
       85    0.000    0.000    0.000    0.000 annotationlib.py:290(__hash__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
       87    0.000    0.000    0.000    0.000 _policybase.py:322(header_store_parse)
       98    0.000    0.000    0.000    0.000 _urlparse.py:223(<genexpr>)
       13    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
       58    0.000    0.000    0.000    0.000 _compiler.py:421(_generate_overlap_table)
        1    0.000    0.000    0.105    0.105 _client.py:1(<module>)
      154    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
    23/21    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1051(create_module)
        6    0.000    0.000    0.000    0.000 _models.py:202(keys)
        3    0.000    0.000    0.000    0.000 cookiejar.py:950(set_ok)
      153    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:385(decorator)
       22    0.000    0.000    0.000    0.000 enum.py:968(_find_data_type_)
        1    0.000    0.000    0.003    0.003 ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _eventloop.py:55(AsyncBackend)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      195    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
       30    0.000    0.000    0.000    0.000 inspect.py:1909(_signature_get_user_defined_method)
      281    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:415(__init__)
      201    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        2    0.000    0.000    1.539    0.769 connection.py:69(handle_request)
       18    0.000    0.000    0.000    0.000 dataclasses.py:728(_frozen_get_del_attr)
       53    0.000    0.000    0.001    0.000 annotationlib.py:261(__forward_code__)
       87    0.000    0.000    0.000    0.000 _policybase.py:21(validate_header_name)
      372    0.000    0.000    0.000    0.000 _compiler.py:442(_get_iscased)
       79    0.000    0.000    0.000    0.000 css_types.py:267(__init__)
       20    0.000    0.000    0.000    0.000 typing.py:1996(__init__)
      158    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       19    0.000    0.000    0.000    0.000 parse.py:416(_splitnetloc)
        2    0.000    0.000    0.000    0.000 _events.py:82(__init__)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7480e6f1e6c0}
       11    0.000    0.000    0.000    0.000 enum.py:465(__prepare__)
      353    0.000    0.000    0.000    0.000 typing.py:1345(<genexpr>)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
       25    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
  133/132    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.001    0.000 request.py:287(__init__)
        1    0.000    0.000    0.101    0.101 element.py:1(<module>)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1600(make_cookies)
       35    0.000    0.000    0.000    0.000 ipaddress.py:2293(__init__)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
       16    0.000    0.000    0.000    0.000 _connection.py:320(_get_io_object)
  142/137    0.000    0.000    0.001    0.000 css_parser.py:385(_freeze_relations)
       75    0.000    0.000    0.001    0.000 _htmlparser.py:127(handle_startendtag)
      263    0.000    0.000    0.000    0.000 _compiler.py:33(_combine_flags)
        1    0.000    0.000    0.201    0.201 connection.py:105(_connect)
      223    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.004    0.004 hashlib.py:1(<module>)
      147    0.000    0.000    0.000    0.000 dataclasses.py:756(_is_initvar)
        1    0.000    0.000    0.000    0.000 typing.py:3493(IO)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1208(_parse_octet)
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
        2    0.000    0.000    0.054    0.027 connection.py:1(<module>)
      130    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        2    0.000    0.000    0.002    0.001 cookiejar.py:1681(extract_cookies)
        1    0.000    0.000    0.000    0.000 _fileio.py:218(Path)
       28    0.000    0.000    0.000    0.000 inspect.py:1711(_shadowed_dict)
       15    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        2    0.000    0.000    0.010    0.005 http11.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      139    0.000    0.000    0.001    0.000 typing.py:1557(<genexpr>)
        8    0.000    0.000    0.000    0.000 _colorize.py:127(__post_init__)
        2    0.000    0.000    0.170    0.085 _api.py:1(<module>)
        1    0.000    0.000    0.020    0.020 client.py:1(<module>)
  133/131    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
       10    0.000    0.000    0.000    0.000 inspect.py:2030(_signature_bound_method)
       14    0.000    0.000    0.000    0.000 _compiler.py:405(_bytes_to_codes)
        8    0.000    0.000    0.000    0.000 enum.py:1445(_missing_)
        1    0.000    0.000    0.137    0.137 sync.py:188(connect_tcp)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.065    0.065 sync.py:144(start_tls)
        6    0.000    0.000    0.000    0.000 _models.py:1084(__init__)
       19    0.000    0.000    0.000    0.000 cookiejar.py:1668(set_cookie)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1916(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:189(__init__)
        1    0.000    0.000    0.003    0.003 from_thread.py:1(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:1651(__getitem_inner__)
        4    0.000    0.000    0.000    0.000 functools.py:922(register)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
    40/31    0.000    0.000    0.008    0.000 css_parser.py:746(parse_pseudo_open)
       19    0.000    0.000    0.001    0.000 typing.py:1666(__getitem__)
        1    0.000    0.000    0.000    0.000 request.py:1869(getproxies_environment)
       82    0.000    0.000    0.000    0.000 dataclasses.py:579(_field_assign)
       75    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
       56    0.000    0.000    0.000    0.000 ipaddress.py:528(_split_addr_prefix)
        4    0.000    0.000    0.000    0.000 annotationlib.py:352(__convert_to_ast)
      219    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:917(__init__)
        1    0.000    0.000    0.246    0.246 financial_enhanced.py:63(parse_financial_data)
        1    0.000    0.000    0.000    0.000 _policybase.py:108(_extend_docstrings)
       48    0.000    0.000    0.000    0.000 functools.py:553(lru_cache)
      180    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 financial_enhanced.py:14(load_cookies_from_file)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
    21/13    0.000    0.000    0.001    0.000 annotationlib.py:1105(_get_and_call_annotate)
       23    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1059(exec_module)
        1    0.000    0.000    0.000    0.000 request.py:285(Request)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       83    0.000    0.000    0.000    0.000 typing.py:1127(<genexpr>)
       13    0.000    0.000    0.000    0.000 cookiejar.py:621(request_host)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        5    0.000    0.000    0.001    0.000 _urls.py:77(__init__)
        2    0.000    0.000    0.002    0.001 _models.py:383(__init__)
       15    0.000    0.000    0.000    0.000 __init__.py:1765(isEnabledFor)
        1    0.000    0.000    0.001    0.001 _status_codes.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1498(__init__)
        1    0.000    0.000    0.002    0.002 memory.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2327(get_type_hints)
        1    0.000    0.000    0.001    0.001 _html5lib.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        2    0.000    0.000    0.003    0.001 _subprocesses.py:1(<module>)
        3    0.000    0.000    0.001    0.000 cookiejar.py:1273(_cookies_for_domain)
        1    0.000    0.000    0.075    0.075 _auth.py:1(<module>)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1357(add_cookie_header)
       44    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       15    0.000    0.000    0.000    0.000 _headers.py:209(get_comma_header)
        4    0.000    0.000    0.000    0.000 message.py:541(get_all)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1390(_normalized_cookie_tuples)
        1    0.000    0.000    0.003    0.003 textwrap.py:17(TextWrapper)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:668(_get_params_preserve)
       19    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.007    0.007 cookiejar.py:1(<module>)
       20    0.000    0.000    0.000    0.000 inspect.py:1685(_check_class)
       85    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        8    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
       11    0.000    0.000    0.000    0.000 enum.py:995(_find_new_)
        9    0.000    0.000    0.000    0.000 typing.py:2258(runtime_checkable)
        1    0.000    0.000    0.007    0.007 _multipart.py:1(<module>)
        4    0.000    0.000    0.000    0.000 annotationlib.py:443(__getitem__)
        2    0.000    0.000    0.000    0.000 _events.py:137(__init__)
      263    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.002    0.002 subprocess.py:1(<module>)
        4    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
        9    0.000    0.000    0.000    0.000 parse.py:976(quote_from_bytes)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1487(_cookie_from_cookie_tuple)
        1    0.000    0.000    0.064    0.064 ssl.py:990(_create)
        2    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.022    0.022 ssl.py:682(create_default_context)
       46    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
      248    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1337(<genexpr>)
        1    0.000    0.000    0.219    0.219 __init__.py:211(__init__)
        1    0.000    0.000    0.001    0.001 tls.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
      252    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:656(has_location)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       19    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.020    0.020 filter.py:163(find_all)
      7/1    0.000    0.000    0.000    0.000 functools.py:762(_c3_mro)
       87    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        1    0.000    0.000    0.000    0.000 element.py:352(PageElement)
       22    0.000    0.000    0.000    0.000 enum.py:927(_get_mixins_)
        1    0.000    0.000    0.002    0.002 base64.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _connection.py:544(send_with_data_passthrough)
       10    0.000    0.000    0.000    0.000 __init__.py:1362(getLogger)
      107    0.000    0.000    0.000    0.000 <frozen os>:727(__iter__)
        1    0.000    0.000    0.000    0.000 _tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 default.py:1(<module>)
        1    0.000    0.000    0.019    0.019 _fileio.py:1(<module>)
      138    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.002    0.002 _readers.py:1(<module>)
        1    0.000    0.000    0.010    0.010 tempfile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:1228(__bool__)
        2    0.000    0.000    0.000    0.000 _models.py:252(get_list)
       17    0.000    0.000    0.000    0.000 parse.py:399(_urlparse)
       37    0.000    0.000    0.000    0.000 request.py:369(add_header)
      190    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.002    0.002 _client.py:475(_build_redirect_request)
       73    0.000    0.000    0.000    0.000 inspect.py:3026(<genexpr>)
        1    0.000    0.000    0.001    0.001 stapled.py:1(<module>)
        1    0.000    0.000    0.137    0.137 socket.py:828(create_connection)
        1    0.000    0.000    0.000    0.000 message.py:73(_parseparam)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
      102    0.000    0.000    0.000    0.000 dataclasses.py:294(__init__)
        2    0.000    0.000    0.017    0.009 parser.py:1(<module>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:665(spec_from_loader)
        2    0.000    0.000    0.004    0.002 core.py:1(<module>)
       25    0.000    0.000    0.000    0.000 dataclasses.py:536(_make_annotate_function)
      219    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:750(create_module)
        4    0.000    0.000    0.001    0.000 request.py:311(full_url)
    87/31    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.001    0.001 warnings.py:1(<module>)
        2    0.000    0.000    0.001    0.000 http11.py:140(_send_request_headers)
        4    0.000    0.000    0.000    0.000 annotationlib.py:844(_build_closure)
        1    0.000    0.000    0.001    0.001 _client.py:340(build_request)
       16    0.000    0.000    0.000    0.000 typing.py:1633(copy_with)
       20    0.000    0.000    0.000    0.000 inspect.py:1724(getattr_static)
       77    0.000    0.000    0.000    0.000 dataclasses.py:651(_init_param)
      115    0.000    0.000    0.000    0.000 dataclasses.py:1233(<genexpr>)
      219    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:942(get_filename)
      166    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
       91    0.000    0.000    0.000    0.000 dataclasses.py:733(<genexpr>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:648(request_path)
      107    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 annotationlib.py:664(transmogrify)
        2    0.000    0.000    0.000    0.000 http11.py:152(_send_request_body)
      167    0.000    0.000    0.000    0.000 enum.py:1323(value)
       12    0.000    0.000    0.000    0.000 dataclasses.py:943(_hash_add)
        1    0.000    0.000    0.001    0.001 lowlevel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _state.py:1(<module>)
       10    0.000    0.000    0.000    0.000 __init__.py:2130(getLogger)
        2    0.000    0.000    0.000    0.000 _models.py:274(update)
        1    0.000    0.000    0.001    0.001 _headers.py:1(<module>)
       64    0.000    0.000    0.000    0.000 typing.py:1675(<genexpr>)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:1(<module>)
       18    0.000    0.000    0.001    0.000 typing.py:1637(__getitem__)
        1    0.000    0.000    0.004    0.004 _events.py:1(<module>)
        1    0.000    0.000    1.544    1.544 _client.py:964(_send_handling_redirects)
        1    0.000    0.000    0.005    0.005 cd.py:1(<module>)
       63    0.000    0.000    0.000    0.000 _models.py:67(_normalize_header_key)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        2    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _content.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _htmlparser.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1016(set_ok_domain)
       20    0.000    0.000    0.000    0.000 typing.py:1292(__instancecheck__)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       38    0.000    0.000    0.000    0.000 typing.py:2133(<genexpr>)
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
      124    0.000    0.000    0.000    0.000 enum.py:68(_is_internal_class)
        1    0.000    0.000    0.000    0.000 _contextmanagers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:175(CompressionParameter)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
        1    0.000    0.000    0.024    0.024 css_parser.py:428(CSSParser)
       53    0.000    0.000    0.000    0.000 annotationlib.py:68(__init__)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        1    0.000    0.000    0.076    0.076 socket.py:966(getaddrinfo)
        2    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
      106    0.000    0.000    0.000    0.000 <frozen os>:790(decode)
       74    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        9    0.000    0.000    0.000    0.000 _readers.py:127(__call__)
      188    0.000    0.000    0.000    0.000 enum.py:413(<genexpr>)
        9    0.000    0.000    0.000    0.000 parse.py:900(quote)
        1    0.000    0.000    0.008    0.008 _policybase.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1627(_make_netmask)
        1    0.000    0.000    0.000    0.000 element.py:1764(Tag)
        2    0.000    0.000    0.002    0.001 _models.py:1101(extract_cookies)
        3    0.000    0.000    0.000    0.000 _models.py:328(__delitem__)
        2    0.000    0.000    1.336    0.668 http11.py:170(_receive_response_headers)
        4    0.000    0.000    0.000    0.000 request.py:342(_parse)
       63    0.000    0.000    0.000    0.000 _models.py:74(_normalize_header_value)
        2    0.000    0.000    0.000    0.000 connection_pool.py:409(close)
        1    0.000    0.000    0.000    0.000 _writers.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1244(__mro_entries__)
       31    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
        4    0.000    0.000    0.000    0.000 annotationlib.py:643(__init__)
       20    0.000    0.000    0.000    0.000 typing.py:1583(__subclasscheck__)
       28    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
       47    0.000    0.000    0.000    0.000 ipaddress.py:1760(_parse_hextet)
        2    0.000    0.000    0.006    0.003 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:699(_get_content_decoder)
       28    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.005    0.005 _urls.py:1(<module>)
       16    0.000    0.000    0.011    0.001 css_parser.py:1149(process_selectors)
        3    0.000    0.000    0.000    0.000 threading.py:290(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1579(_cookies_from_attrs_set)
        1    0.000    0.000    0.047    0.047 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _models.py:281(origin)
        1    0.000    0.000    0.092    0.092 default.py:136(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:743(Optional)
       11    0.000    0.000    0.003    0.000 inspect.py:3031(from_callable)
       87    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      108    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        2    0.000    0.000    0.000    0.000 _client.py:156(close)
      115    0.000    0.000    0.000    0.000 dataclasses.py:419(<genexpr>)
        1    0.000    0.000    0.001    0.001 _os.py:1(<module>)
       11    0.000    0.000    0.000    0.000 enum.py:917(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
        9    0.000    0.000    0.000    0.000 cookiejar.py:678(escape_path)
        5    0.000    0.000    0.000    0.000 cookiejar.py:762(__init__)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        1    0.000    0.000    0.005    0.005 css_match.py:1(<module>)
       12    0.000    0.000    0.000    0.000 dataclasses.py:424(_tuple_str)
        5    0.000    0.000    0.003    0.001 <frozen codecs>:322(decode)
        2    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
        1    0.000    0.000    0.000    0.000 http11.py:47(__init__)
        1    0.000    0.000    0.001    0.001 asgi.py:1(<module>)
       76    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.092    0.092 _client.py:639(__init__)
        4    0.000    0.000    0.000    0.000 annotationlib.py:421(__make_new)
        2    0.000    0.000    0.000    0.000 socket.py:224(__init__)
        1    0.000    0.000    0.002    0.002 sync.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:43(ConnectionPool)
        1    0.000    0.000    0.000    0.000 _connection.py:167(__init__)
        1    0.000    0.000    0.006    0.006 api.py:1(<module>)
        6    0.000    0.000    0.000    0.000 sync.py:130(write)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        5    0.000    0.000    0.000    0.000 copy.py:62(copy)
        1    0.000    0.000    0.010    0.010 feedparser.py:1(<module>)
       16    0.000    0.000    0.023    0.001 css_parser.py:306(__init__)
        4    0.000    0.000    0.000    0.000 request.py:269(request_host)
        1    0.000    0.000    2.117    2.117 financial_enhanced.py:127(main)
        7    0.000    0.000    0.000    0.000 functools.py:735(_c3_merge)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1262(__init__)
      147    0.000    0.000    0.000    0.000 dataclasses.py:762(_is_kw_only)
        3    0.000    0.000    0.000    0.000 typing.py:2941(_make_eager_annotate)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1189(domain_return_ok)
        2    0.000    0.000    0.000    0.000 idna.py:179(encode)
      136    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       39    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       10    0.000    0.000    0.000    0.000 inspect.py:3049(replace)
       11    0.000    0.000    0.000    0.000 _models.py:195(raw)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:447(_default_mime_types)
       11    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
        1    0.000    0.000    0.000    0.000 parser.py:109(HTMLParser)
        1    0.000    0.000    0.007    0.007 _connection.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:473(__new__)
        5    0.000    0.000    0.000    0.000 <frozen os>:704(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:749(Literal)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
       53    0.000    0.000    0.000    0.000 annotationlib.py:1095(_rewrite_star_unpack)
        2    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:413(_merge_cookies)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
